venue,send_time,recv_time,mid_price,depth,seq
ECN_0,2025-10-01 08:00:00.056863,2025-10-01 08:00:00.060610,1.1000062204507213,1239.5266318008928,7
ECN_2,2025-10-01 08:00:00.043842,2025-10-01 08:00:00.064150,1.1000127271203337,671.6368417033751,6
ECN_0,2025-10-01 08:00:00.068430,2025-10-01 08:00:00.069001,1.1000119629877767,1181.3926342725395,9
ECN_0,2025-10-01 08:00:00.065011,2025-10-01 08:00:00.071303,1.1000127125079338,1111.568853049137,8
ECN_1,2025-10-01 08:00:00.064273,2025-10-01 08:00:00.071461,1.1000165403099327,919.5782875266873,8
ECN_2,2025-10-01 08:00:00.059514,2025-10-01 08:00:00.071860,1.100004260272826,781.3661619889805,7
ECN_0,2025-10-01 08:00:00.067237,2025-10-01 08:00:00.071954,1.1000099503450531,1183.5804634185943,10
ECN_1,2025-10-01 08:00:00.065889,2025-10-01 08:00:00.076275,1.1000018702595016,949.465254133452,9
ECN_2,2025-10-01 08:00:00.066190,2025-10-01 08:00:00.078236,1.1000103567741955,668.0514442690401,8
ECN_1,2025-10-01 08:00:00.068933,2025-10-01 08:00:00.080010,1.1000114426525291,890.7768611321396,10
ECN_2,2025-10-01 08:00:00.068010,2025-10-01 08:00:00.084254,1.1000146614765416,694.2058563221111,10
ECN_2,2025-10-01 08:00:00.068679,2025-10-01 08:00:00.084674,1.1000072468941842,625.4115205026987,9
ECN_0,2025-10-01 08:00:00.093165,2025-10-01 08:00:00.094069,1.100015164055454,1279.6708466704754,11
ECN_0,2025-10-01 08:00:00.098537,2025-10-01 08:00:00.101882,1.1000100482834643,1237.0141501235703,12
ECN_0,2025-10-01 08:00:00.100782,2025-10-01 08:00:00.105220,1.1000194619469204,1140.107344281436,13
ECN_1,2025-10-01 08:00:00.090743,2025-10-01 08:00:00.106469,1.100021886173354,977.4361774988433,11
ECN_2,2025-10-01 08:00:00.091552,2025-10-01 08:00:00.107177,1.1000144643403773,661.0158727375804,11
ECN_1,2025-10-01 08:00:00.100685,2025-10-01 08:00:00.109172,1.100013501119635,986.13038358102,13
ECN_1,2025-10-01 08:00:00.098675,2025-10-01 08:00:00.110850,1.1000100862506563,970.5344531429216,12
ECN_2,2025-10-01 08:00:00.098940,2025-10-01 08:00:00.112478,1.1000001052564126,675.0310922724203,13
ECN_0,2025-10-01 08:00:00.114741,2025-10-01 08:00:00.115623,1.0999985260948473,1245.0911518723492,15
ECN_0,2025-10-01 08:00:00.112675,2025-10-01 08:00:00.116437,1.1000412065255232,1139.801307578281,14
ECN_2,2025-10-01 08:00:00.100752,2025-10-01 08:00:00.117729,1.100018291499683,636.5203921773294,12
ECN_1,2025-10-01 08:00:00.111772,2025-10-01 08:00:00.121343,1.100024581277824,911.7913195785549,14
ECN_1,2025-10-01 08:00:00.113280,2025-10-01 08:00:00.124277,1.1000037048457303,1005.766895210121,15
ECN_2,2025-10-01 08:00:00.111983,2025-10-01 08:00:00.125547,1.100030543380072,601.0525252060082,14
ECN_0,2025-10-01 08:00:00.117357,2025-10-01 08:00:00.125787,1.0999850398155417,1190.3725232146705,16
ECN_1,2025-10-01 08:00:00.115251,2025-10-01 08:00:00.125821,1.0999803487450064,908.7833288021221,16
ECN_2,2025-10-01 08:00:00.112917,2025-10-01 08:00:00.126261,1.0999931574175463,777.4809712162056,15
ECN_2,2025-10-01 08:00:00.113950,2025-10-01 08:00:00.129742,1.0999922617572964,658.5719177955253,16
ECN_0,2025-10-01 08:00:00.140286,2025-10-01 08:00:00.141004,1.0999910303206266,1166.7820513081876,17
ECN_1,2025-10-01 08:00:00.138532,2025-10-01 08:00:00.143076,1.0999981571793978,932.0280143207148,17
ECN_0,2025-10-01 08:00:00.138813,2025-10-01 08:00:00.143788,1.0999862193067689,1189.627256952339,18
ECN_1,2025-10-01 08:00:00.140481,2025-10-01 08:00:00.145102,1.0999837487308881,1131.6825424371598,18
ECN_2,2025-10-01 08:00:00.140859,2025-10-01 08:00:00.153171,1.09998523398239,625.6477434786617,17
ECN_2,2025-10-01 08:00:00.139452,2025-10-01 08:00:00.159202,1.0999852912896317,661.5080255767588,18
ECN_0,2025-10-01 08:00:00.178999,2025-10-01 08:00:00.180830,1.0999890492355902,1212.0132873048806,19
ECN_0,2025-10-01 08:00:00.183019,2025-10-01 08:00:00.184619,1.0999680596352375,1277.3680425638768,20
ECN_1,2025-10-01 08:00:00.180448,2025-10-01 08:00:00.189371,1.0999892856683509,1015.0791821035117,19
ECN_1,2025-10-01 08:00:00.183053,2025-10-01 08:00:00.190388,1.0999802382836656,850.0053112642573,20
ECN_0,2025-10-01 08:00:00.184444,2025-10-01 08:00:00.191037,1.0999751263812227,1217.7191660898336,21
ECN_0,2025-10-01 08:00:00.188188,2025-10-01 08:00:00.192880,1.0999706034388799,1292.023969523139,22
ECN_1,2025-10-01 08:00:00.184320,2025-10-01 08:00:00.195312,1.099971097647283,871.4106160836644,21
ECN_2,2025-10-01 08:00:00.180370,2025-10-01 08:00:00.199339,1.099968074952168,732.051183713527,19
ECN_1,2025-10-01 08:00:00.187076,2025-10-01 08:00:00.199461,1.0999838592338413,951.5968061859131,22
ECN_0,2025-10-01 08:00:00.199505,2025-10-01 08:00:00.199683,1.0999865256365418,1160.0283067651462,23
ECN_2,2025-10-01 08:00:00.185530,2025-10-01 08:00:00.202609,1.099979806490067,602.7078638105011,21
ECN_2,2025-10-01 08:00:00.183974,2025-10-01 08:00:00.203772,1.0999769354375846,685.6514400876962,20
ECN_2,2025-10-01 08:00:00.188975,2025-10-01 08:00:00.205960,1.0999687417867192,608.0038056479443,22
ECN_1,2025-10-01 08:00:00.197053,2025-10-01 08:00:00.208115,1.0999713670158826,1019.882481253814,23
ECN_0,2025-10-01 08:00:00.212588,2025-10-01 08:00:00.215651,1.0999753310492761,1188.2330407569077,25
ECN_0,2025-10-01 08:00:00.212578,2025-10-01 08:00:00.216599,1.0999818354865893,1177.657751645138,24
ECN_2,2025-10-01 08:00:00.200811,2025-10-01 08:00:00.217441,1.0999832785325956,735.6753982559915,23
ECN_1,2025-10-01 08:00:00.212052,2025-10-01 08:00:00.220097,1.0999848472769704,930.8715568627534,24
ECN_1,2025-10-01 08:00:00.214998,2025-10-01 08:00:00.222215,1.0999851243599652,907.8318780844022,25
ECN_2,2025-10-01 08:00:00.211306,2025-10-01 08:00:00.229046,1.0999823300873677,653.5898938290027,25
ECN_0,2025-10-01 08:00:00.228025,2025-10-01 08:00:00.229947,1.0999907583499935,1229.0332580668578,26
ECN_2,2025-10-01 08:00:00.214100,2025-10-01 08:00:00.233204,1.0999970778848882,621.1626612532835,24
ECN_1,2025-10-01 08:00:00.226839,2025-10-01 08:00:00.236154,1.0999896935621578,961.6951269312821,26
ECN_0,2025-10-01 08:00:00.240691,2025-10-01 08:00:00.249406,1.1000119978999479,1292.7718103838474,27
ECN_1,2025-10-01 08:00:00.244660,2025-10-01 08:00:00.251936,1.1000158216129765,911.3114949648598,27
ECN_2,2025-10-01 08:00:00.229972,2025-10-01 08:00:00.256028,1.099982122438901,707.4012256070432,26
ECN_0,2025-10-01 08:00:00.250032,2025-10-01 08:00:00.257699,1.1000068801073684,1166.9441236018527,28
ECN_2,2025-10-01 08:00:00.243429,2025-10-01 08:00:00.259577,1.1000184711396597,787.5416077305326,27
ECN_0,2025-10-01 08:00:00.257854,2025-10-01 08:00:00.259872,1.100002915138876,1132.4565775434905,29
ECN_1,2025-10-01 08:00:00.250863,2025-10-01 08:00:00.261536,1.1000056797833055,857.4093764668168,28
ECN_0,2025-10-01 08:00:00.257511,2025-10-01 08:00:00.262167,1.1000167432146941,1266.7247564409722,30
ECN_2,2025-10-01 08:00:00.252066,2025-10-01 08:00:00.264279,1.1000194599160944,768.3822353872469,28
ECN_1,2025-10-01 08:00:00.255808,2025-10-01 08:00:00.266756,1.1000166423031965,951.8443521557067,30
ECN_1,2025-10-01 08:00:00.257765,2025-10-01 08:00:00.269279,1.0999957895646333,859.1778293732135,29
ECN_1,2025-10-01 08:00:00.267717,2025-10-01 08:00:00.275610,1.1000245664770079,1039.0282522858784,31
ECN_0,2025-10-01 08:00:00.268311,2025-10-01 08:00:00.275718,1.1000127220393376,1125.7847300111946,31
ECN_2,2025-10-01 08:00:00.259603,2025-10-01 08:00:00.276406,1.0999991968749392,714.7955693321175,29
ECN_2,2025-10-01 08:00:00.260914,2025-10-01 08:00:00.282178,1.1000204677532703,550.8454041248118,30
ECN_2,2025-10-01 08:00:00.269583,2025-10-01 08:00:00.284137,1.1000118308291233,654.9698985303397,31
ECN_1,2025-10-01 08:00:00.284608,2025-10-01 08:00:00.291712,1.1000116618569054,932.2386395706361,32
ECN_0,2025-10-01 08:00:00.287853,2025-10-01 08:00:00.296334,1.1000127799871877,1324.8851288610454,32
ECN_2,2025-10-01 08:00:00.287249,2025-10-01 08:00:00.297950,1.1000015118224442,633.5131666522205,32
ECN_0,2025-10-01 08:00:00.312294,2025-10-01 08:00:00.312589,1.0999957180032847,1168.917360351059,33
ECN_1,2025-10-01 08:00:00.313087,2025-10-01 08:00:00.321752,1.0999933328697455,976.4243611034808,33
ECN_2,2025-10-01 08:00:00.313133,2025-10-01 08:00:00.325874,1.1000077729275175,728.6664464668424,33
ECN_0,2025-10-01 08:00:00.324287,2025-10-01 08:00:00.331915,1.0999916322898946,1204.681240776888,34
ECN_0,2025-10-01 08:00:00.331465,2025-10-01 08:00:00.331968,1.099995356014266,1235.0057013376636,36
ECN_0,2025-10-01 08:00:00.327839,2025-10-01 08:00:00.332055,1.0999914979276482,1204.49250028335,35
ECN_0,2025-10-01 08:00:00.333402,2025-10-01 08:00:00.338356,1.1000035910471675,1248.0578089009382,37
ECN_1,2025-10-01 08:00:00.328377,2025-10-01 08:00:00.340624,1.0999875733732247,1051.4588756239566,35
ECN_1,2025-10-01 08:00:00.334502,2025-10-01 08:00:00.340639,1.0999910726154118,912.6179980316847,37
ECN_1,2025-10-01 08:00:00.326968,2025-10-01 08:00:00.343514,1.0999900119482835,976.6546522692759,34
ECN_2,2025-10-01 08:00:00.325405,2025-10-01 08:00:00.345408,1.0999753898673883,733.0212079296632,34
ECN_1,2025-10-01 08:00:00.331559,2025-10-01 08:00:00.346031,1.0999965352238692,897.5109766325074,36
ECN_2,2025-10-01 08:00:00.328644,2025-10-01 08:00:00.346541,1.0999844857507852,716.3987129127058,35
ECN_2,2025-10-01 08:00:00.333505,2025-10-01 08:00:00.350401,1.0999869529006467,676.1416171235419,36
ECN_0,2025-10-01 08:00:00.350172,2025-10-01 08:00:00.350663,1.0999762826328714,1087.1169799326963,38
ECN_2,2025-10-01 08:00:00.335796,2025-10-01 08:00:00.351825,1.100006371567395,692.0117530725278,37
ECN_1,2025-10-01 08:00:00.348488,2025-10-01 08:00:00.362851,1.0999914274558082,957.6120783012593,38
ECN_2,2025-10-01 08:00:00.349532,2025-10-01 08:00:00.370732,1.0999844836576234,678.4195933730871,38
ECN_0,2025-10-01 08:00:00.373778,2025-10-01 08:00:00.379669,1.0999995734763437,1292.6344299645552,39
ECN_1,2025-10-01 08:00:00.372124,2025-10-01 08:00:00.383408,1.09999990883923,954.9841803359667,39
ECN_0,2025-10-01 08:00:00.386319,2025-10-01 08:00:00.387338,1.0999666236934982,1261.8343401055217,41
ECN_0,2025-10-01 08:00:00.384290,2025-10-01 08:00:00.389428,1.0999858866356653,1181.6905026789084,40
ECN_2,2025-10-01 08:00:00.372006,2025-10-01 08:00:00.389872,1.0999968723718991,718.3505240740321,39
ECN_1,2025-10-01 08:00:00.387716,2025-10-01 08:00:00.392638,1.099980978577309,903.6449756221276,41
ECN_1,2025-10-01 08:00:00.382867,2025-10-01 08:00:00.400555,1.0999896676032161,880.7710896482541,40
ECN_2,2025-10-01 08:00:00.383774,2025-10-01 08:00:00.401034,1.0999682064804686,700.3778494310314,41
ECN_0,2025-10-01 08:00:00.395957,2025-10-01 08:00:00.403046,1.099987409067885,1127.690797594262,42
ECN_2,2025-10-01 08:00:00.385152,2025-10-01 08:00:00.403142,1.0999785478361637,637.5278119988138,40
ECN_1,2025-10-01 08:00:00.395886,2025-10-01 08:00:00.403640,1.0999917472421599,1069.5272286744598,42
ECN_2,2025-10-01 08:00:00.395197,2025-10-01 08:00:00.409910,1.0999848426397782,740.732493559217,42
ECN_0,2025-10-01 08:00:00.447032,2025-10-01 08:00:00.448101,1.0999870055117345,1259.4110678544046,43
ECN_0,2025-10-01 08:00:00.444808,2025-10-01 08:00:00.451081,1.1000106726393963,1249.8075561301655,44
ECN_1,2025-10-01 08:00:00.446496,2025-10-01 08:00:00.453688,1.10000396403938,962.3494737542763,44
ECN_1,2025-10-01 08:00:00.445903,2025-10-01 08:00:00.453931,1.0999825185993732,905.6285389980776,43
ECN_0,2025-10-01 08:00:00.449162,2025-10-01 08:00:00.458074,1.1000037343285785,1175.7016168106998,45
ECN_1,2025-10-01 08:00:00.450572,2025-10-01 08:00:00.459639,1.0999873072327897,826.6109536909779,45
ECN_0,2025-10-01 08:00:00.458193,2025-10-01 08:00:00.461760,1.1000055968954967,1227.9415266711515,46
ECN_2,2025-10-01 08:00:00.447196,2025-10-01 08:00:00.461863,1.1000120196185272,739.2378845096183,44
ECN_2,2025-10-01 08:00:00.444247,2025-10-01 08:00:00.464785,1.0999889023315805,702.5013500730066,43
ECN_0,2025-10-01 08:00:00.460626,2025-10-01 08:00:00.466078,1.100028124627789,1183.68440297321,47
ECN_1,2025-10-01 08:00:00.457680,2025-10-01 08:00:00.466907,1.100014203080149,940.6792663276374,47
ECN_0,2025-10-01 08:00:00.465634,2025-10-01 08:00:00.467975,1.1000159906247828,1317.385757585352,48
ECN_2,2025-10-01 08:00:00.450495,2025-10-01 08:00:00.469324,1.0999989920536373,627.3376235773677,45
ECN_1,2025-10-01 08:00:00.464691,2025-10-01 08:00:00.471916,1.1000080587356265,942.7390890796506,48
ECN_1,2025-10-01 08:00:00.458381,2025-10-01 08:00:00.471965,1.1000045675198191,1039.0488487338366,46
ECN_2,2025-10-01 08:00:00.460247,2025-10-01 08:00:00.472162,1.1000369707088293,845.7683038335238,47
ECN_2,2025-10-01 08:00:00.461174,2025-10-01 08:00:00.473020,1.1000141160670267,724.1697364397808,46
ECN_2,2025-10-01 08:00:00.468178,2025-10-01 08:00:00.483541,1.1000045065764237,729.286342150989,48
ECN_0,2025-10-01 08:00:00.483723,2025-10-01 08:00:00.485770,1.1000000258281624,1280.398507052398,49
ECN_2,2025-10-01 08:00:00.483684,2025-10-01 08:00:00.495790,1.1000037713221227,685.6113556850872,49
ECN_1,2025-10-01 08:00:00.484654,2025-10-01 08:00:00.496320,1.0999947550314586,1032.3933823232308,49
ECN_1,2025-10-01 08:00:00.500249,2025-10-01 08:00:00.510003,1.0999754681144198,1032.157217050962,50
ECN_0,2025-10-01 08:00:00.502084,2025-10-01 08:00:00.511604,1.0999822132350754,1136.543870904403,50
ECN_2,2025-10-01 08:00:00.501328,2025-10-01 08:00:00.513912,1.0999720163115698,610.0912550426,50
ECN_0,2025-10-01 08:00:00.511174,2025-10-01 08:00:00.516180,1.0999835388672008,1084.101404259594,51
ECN_1,2025-10-01 08:00:00.510298,2025-10-01 08:00:00.519307,1.0999745837478034,868.5876622244634,51
ECN_0,2025-10-01 08:00:00.515282,2025-10-01 08:00:00.519794,1.100006465956579,1251.4896282340083,52
ECN_0,2025-10-01 08:00:00.517097,2025-10-01 08:00:00.521366,1.099993665014942,1156.8103540892344,53
ECN_0,2025-10-01 08:00:00.519260,2025-10-01 08:00:00.521607,1.1000008163858603,1200.3517259859216,54
ECN_1,2025-10-01 08:00:00.515156,2025-10-01 08:00:00.527976,1.1000020632374305,842.484133960717,53
ECN_1,2025-10-01 08:00:00.516218,2025-10-01 08:00:00.528029,1.1000132814139438,1005.983779977705,52
ECN_1,2025-10-01 08:00:00.519533,2025-10-01 08:00:00.529973,1.0999985525048366,1020.5980923450284,54
ECN_2,2025-10-01 08:00:00.517218,2025-10-01 08:00:00.530478,1.100011253158693,704.2536519077389,53
ECN_2,2025-10-01 08:00:00.511586,2025-10-01 08:00:00.530678,1.0999847279645294,774.4056736124206,51
ECN_2,2025-10-01 08:00:00.516677,2025-10-01 08:00:00.534079,1.1000047704890163,560.1638592499648,52
ECN_2,2025-10-01 08:00:00.518480,2025-10-01 08:00:00.535296,1.099992893377209,719.1327826748321,54
ECN_0,2025-10-01 08:00:00.539232,2025-10-01 08:00:00.539596,1.0999898156292358,1220.9479084684085,56
ECN_1,2025-10-01 08:00:00.534109,2025-10-01 08:00:00.540962,1.0999854296063911,1025.4997632048585,55
ECN_0,2025-10-01 08:00:00.536814,2025-10-01 08:00:00.545575,1.0999966606797114,1163.5152467249866,55
ECN_0,2025-10-01 08:00:00.539257,2025-10-01 08:00:00.546582,1.0999681095693903,1186.0991063410636,57
ECN_1,2025-10-01 08:00:00.539736,2025-10-01 08:00:00.549066,1.0999845453005792,801.7591747714343,56
ECN_2,2025-10-01 08:00:00.537039,2025-10-01 08:00:00.550020,1.099982230882493,680.35286101674,56
ECN_2,2025-10-01 08:00:00.536589,2025-10-01 08:00:00.553892,1.09998226084837,619.0740521259964,55
ECN_1,2025-10-01 08:00:00.541794,2025-10-01 08:00:00.555144,1.099980446937774,968.0100339558771,57
ECN_0,2025-10-01 08:00:00.554495,2025-10-01 08:00:00.556281,1.0999948741352303,1099.314365388921,59
ECN_0,2025-10-01 08:00:00.550405,2025-10-01 08:00:00.556349,1.099971952219239,1261.4604906976897,58
ECN_1,2025-10-01 08:00:00.552201,2025-10-01 08:00:00.558353,1.0999744491312318,864.5413874330511,58
ECN_2,2025-10-01 08:00:00.539843,2025-10-01 08:00:00.559369,1.0999678807654105,809.0517472996555,57
ECN_0,2025-10-01 08:00:00.561743,2025-10-01 08:00:00.562063,1.0999913533690477,1145.2042044488078,60
ECN_1,2025-10-01 08:00:00.554800,2025-10-01 08:00:00.566538,1.099990499070894,1015.466575287416,59
ECN_2,2025-10-01 08:00:00.552940,2025-10-01 08:00:00.567048,1.0999955892816626,768.3020469321307,59
ECN_0,2025-10-01 08:00:00.563068,2025-10-01 08:00:00.569389,1.0999854003573182,1297.2352770384202,61
ECN_1,2025-10-01 08:00:00.562042,2025-10-01 08:00:00.570394,1.0999827553020423,906.732810851164,60
ECN_2,2025-10-01 08:00:00.551824,2025-10-01 08:00:00.571007,1.0999789666930389,623.9307396374217,58
ECN_0,2025-10-01 08:00:00.569603,2025-10-01 08:00:00.573916,1.100002105906557,1129.990274751069,63
ECN_1,2025-10-01 08:00:00.562695,2025-10-01 08:00:00.576187,1.0999868370652122,932.4788252969053,61
ECN_1,2025-10-01 08:00:00.568090,2025-10-01 08:00:00.578089,1.1000055334623058,1026.290035388695,63
ECN_2,2025-10-01 08:00:00.560925,2025-10-01 08:00:00.578663,1.0999872906783976,733.1385269146859,61
ECN_0,2025-10-01 08:00:00.567894,2025-10-01 08:00:00.579182,1.0999846562820306,1299.5373045036304,62
ECN_2,2025-10-01 08:00:00.563880,2025-10-01 08:00:00.579624,1.0999958166701054,745.975039845588,60
ECN_1,2025-10-01 08:00:00.567956,2025-10-01 08:00:00.580666,1.0999932655671156,888.9757607504094,62
ECN_2,2025-10-01 08:00:00.569100,2025-10-01 08:00:00.583665,1.0999611112815941,656.3200113018222,62
ECN_0,2025-10-01 08:00:00.576476,2025-10-01 08:00:00.583799,1.1000006710787622,1206.9503419164391,64
ECN_1,2025-10-01 08:00:00.576373,2025-10-01 08:00:00.586379,1.0999922444319745,954.356041083268,64
ECN_0,2025-10-01 08:00:00.585343,2025-10-01 08:00:00.586483,1.1000128475028546,1230.367414011177,65
ECN_2,2025-10-01 08:00:00.572590,2025-10-01 08:00:00.590966,1.0999887642132726,650.2499708904211,63
ECN_1,2025-10-01 08:00:00.583580,2025-10-01 08:00:00.592340,1.1000153502581123,965.492829290543,65
ECN_0,2025-10-01 08:00:00.591704,2025-10-01 08:00:00.592886,1.1000016513025477,1129.3794228694344,66
ECN_2,2025-10-01 08:00:00.575136,2025-10-01 08:00:00.595934,1.0999973661268099,729.9658436121931,64
ECN_0,2025-10-01 08:00:00.599827,2025-10-01 08:00:00.600092,1.1000245001700437,1175.9686356642308,67
ECN_1,2025-10-01 08:00:00.591452,2025-10-01 08:00:00.600754,1.0999918135786169,943.6497931118128,66
ECN_2,2025-10-01 08:00:00.586109,2025-10-01 08:00:00.602195,1.1000191011906404,729.6286408314265,65
ECN_0,2025-10-01 08:00:00.604274,2025-10-01 08:00:00.604732,1.1000073816715399,1278.3549460244458,68
ECN_2,2025-10-01 08:00:00.592934,2025-10-01 08:00:00.609084,1.0999958397078202,787.523538380146,66
ECN_1,2025-10-01 08:00:00.599124,2025-10-01 08:00:00.609597,1.1000242746120308,941.4260662748644,67
ECN_2,2025-10-01 08:00:00.604248,2025-10-01 08:00:00.618719,1.1000092251884688,620.1596285673837,68
ECN_1,2025-10-01 08:00:00.607178,2025-10-01 08:00:00.620849,1.1000328377825537,928.6762730778447,68
ECN_2,2025-10-01 08:00:00.600200,2025-10-01 08:00:00.622284,1.1000133363028144,681.1420521263789,67
ECN_0,2025-10-01 08:00:00.619653,2025-10-01 08:00:00.622521,1.100004819849766,1196.8558786896115,70
ECN_0,2025-10-01 08:00:00.617123,2025-10-01 08:00:00.625290,1.100024517392532,1283.7683850915614,69
ECN_1,2025-10-01 08:00:00.618186,2025-10-01 08:00:00.625648,1.100009848636679,887.0494393433552,69
ECN_0,2025-10-01 08:00:00.629916,2025-10-01 08:00:00.634260,1.1000255621255466,1259.2367546545247,72
ECN_0,2025-10-01 08:00:00.629209,2025-10-01 08:00:00.635033,1.1000127788054497,1313.0731955669253,71
ECN_1,2025-10-01 08:00:00.620063,2025-10-01 08:00:00.635571,1.1000059476922677,920.6685184820474,70
ECN_2,2025-10-01 08:00:00.616294,2025-10-01 08:00:00.635759,1.1000341144511454,559.7345568454906,69
ECN_2,2025-10-01 08:00:00.621489,2025-10-01 08:00:00.636468,1.099996247058218,647.639153490097,70
ECN_1,2025-10-01 08:00:00.627921,2025-10-01 08:00:00.640176,1.1000198828900483,1012.5533737335331,71
ECN_1,2025-10-01 08:00:00.629115,2025-10-01 08:00:00.641396,1.1000274137808517,962.2825953289974,72
ECN_2,2025-10-01 08:00:00.625827,2025-10-01 08:00:00.646110,1.1000238765041999,799.8579683700344,71
ECN_2,2025-10-01 08:00:00.630958,2025-10-01 08:00:00.650222,1.1000255918388082,757.4666197515044,72
ECN_0,2025-10-01 08:00:00.656082,2025-10-01 08:00:00.660296,1.1000326866097707,1245.0256947873702,73
ECN_0,2025-10-01 08:00:00.663381,2025-10-01 08:00:00.666165,1.1000190599214654,1215.2470647754558,74
ECN_2,2025-10-01 08:00:00.657286,2025-10-01 08:00:00.671588,1.1000279578318373,685.6646779403018,73
ECN_1,2025-10-01 08:00:00.657915,2025-10-01 08:00:00.671890,1.100027122574127,953.1959770500533,73
ECN_2,2025-10-01 08:00:00.664629,2025-10-01 08:00:00.680215,1.1000248911282504,695.2074765843878,74
ECN_1,2025-10-01 08:00:00.665192,2025-10-01 08:00:00.680448,1.1000311402123708,932.0782717448492,74
ECN_0,2025-10-01 08:00:00.682918,2025-10-01 08:00:00.686133,1.100013705069856,1226.81997918684,75
ECN_1,2025-10-01 08:00:00.682335,2025-10-01 08:00:00.692204,1.1000203976530014,926.0812935129255,75
ECN_0,2025-10-01 08:00:00.689607,2025-10-01 08:00:00.693193,1.1000327675802872,1195.3804935357916,77
ECN_1,2025-10-01 08:00:00.689009,2025-10-01 08:00:00.695871,1.1000111481673085,934.3571182485383,76
ECN_0,2025-10-01 08:00:00.687631,2025-10-01 08:00:00.696140,1.100012324189314,1268.6431544154545,76
ECN_2,2025-10-01 08:00:00.683449,2025-10-01 08:00:00.697358,1.100018823051748,691.8537239033618,75
ECN_2,2025-10-01 08:00:00.686928,2025-10-01 08:00:00.699231,1.1000102238140441,723.928907663101,76
ECN_1,2025-10-01 08:00:00.690661,2025-10-01 08:00:00.700428,1.1000293185365493,842.1280284552458,77
ECN_2,2025-10-01 08:00:00.691004,2025-10-01 08:00:00.706234,1.100042443977639,633.1122123085177,77
ECN_0,2025-10-01 08:00:00.707593,2025-10-01 08:00:00.713115,1.1000433176359248,1244.3124945657069,78
ECN_1,2025-10-01 08:00:00.710706,2025-10-01 08:00:00.720433,1.10003817617583,966.6307357037279,78
ECN_2,2025-10-01 08:00:00.709383,2025-10-01 08:00:00.721157,1.1000368057068046,744.924074469784,78
ECN_0,2025-10-01 08:00:00.735838,2025-10-01 08:00:00.739557,1.1000355798659494,1109.619461940186,79
ECN_1,2025-10-01 08:00:00.733542,2025-10-01 08:00:00.745282,1.100051726743623,908.6468255073859,79
ECN_2,2025-10-01 08:00:00.736419,2025-10-01 08:00:00.751687,1.1000267358908844,665.2330016320791,79
ECN_0,2025-10-01 08:00:00.756470,2025-10-01 08:00:00.757521,1.1000204328592094,1107.0229178330533,80
ECN_0,2025-10-01 08:00:00.758361,2025-10-01 08:00:00.761406,1.100018130829227,1156.4414504507752,81
ECN_1,2025-10-01 08:00:00.758556,2025-10-01 08:00:00.768196,1.100017851096716,937.4020656489588,80
ECN_1,2025-10-01 08:00:00.757509,2025-10-01 08:00:00.770576,1.1000157697419042,1009.5109429749002,81
